state,ags,place,population
SN,146270290290,Thiendorf,3719
NW,055620012012,"Dorsten, Stadt",74257
RP,071355005074,Reidenhausen,168
BY,097800124124,"Immenstadt i.Allgäu, St",13762
SH,010545489109,Risum-Lindholm,3912
BY,091875162145,Höslwang,1237
SH,010595996087,Tetenhusen,967
RP,071415003503,Balduinstein,601
NI,033560009009,Schwanewede,19958
RP,073395007053,Selzen,1505
BW,084265007035,Dürmentingen,2559
NI,034610001001,Berne,6884
NI,034570022022,Westoverledingen,21002
NI,034575403016,Nortmoor,1838
BW,082365001068,Wurmberg,3218
MV,130765659086,Lübesse,676
HE,065340008008,Ebsdorfergrund,9005
BY,097795723198,Otting,772
SN,147290220220,"Kitzscher, Stadt",4927
SH,010595937145,Munkbrarup,1139
RP,072325008097,Oberstedem,66
BY,091740115115,"Dachau, GKSt",45965
TH,160665051022,Fambach,1957
RP,071415007100,Oberbachheim,201
NI,032565407020,Linsburg,1003
BY,097745729118,Bubesheim,1585
SN,146280260260,"Neustadt in Sachsen, Stadt",11848
NI,031585403010,Dorstadt,692
BW,081275009056,Michelbach an der Bilz,3374
MV,130745458013,Carlow,1195
RP,073365008035,Hausweiler,43
BY,092745222191,Wörth a.d.Isar,3047
HE,066350001001,Allendorf (Eder),5559
BB,120705009145,Gülitz-Reetz,457
MV,130755557059,Katzow,597
HE,066330008008,Fuldabrück,8545
BY,097775749164,Rieden (Landkreis Ostallgäu),1365
BY,092710122122,Grafling,2695
BB,120730429429,Nordwestuckermark,4154
HE,065330018018,"Weilmünster, Marktflecken",8766
MV,130715156080,Kratzeburg,557
BY,094760145145,"Kronach, St",16528
SN,145240140140,Langenbernsdorf,3452
HE,066310015015,"Hünfeld, Konrad-Zuse-Stadt",16756
RP,071335006070,Niederhausen,587
BY,093735321153,Pilsach,2887
TH,160615008032,Freienhagen,290
BW,082255005058,"Mosbach, Stadt",24413
BY,092760144144,"Viechtach, St",8332
TH,160645001021,Haussömmern,206
NI,032520003003,"Bad Pyrmont, Stadt",19848
NI,033575406022,Hellwege,1096
BY,091750118118,Forstinning,3803
SN,147300330330,Wermsdorf,5169
RP,071435007078,Vielbach,565
BW,084360008008,"Aulendorf, Stadt",10294
NI,032410013013,"Pattensen, Stadt",14773
RP,071405008127,Riesweiler,806
NW,059140000000,"Hagen, Stadt der FernUniversität",189614
RP,071385009043,Melsbach,1974
NW,059740040040,"Soest, Stadt",46453
RP,071335010067,Monzingen,1568
BY,096775622169,"Obersinn, M",940
BY,096715604159,Westerngrund,2004
BY,092750141141,"Pocking, St",16109
MV,130755554070,Kruckow,666
BY,097720117117,Aystetten,3035
BW,083165004049,Weisweil,2157
NI,033585403007,Essel,1223
NW,051540040040,Kranenburg (Kreis Kleve),10981
HE,066310019019,Nüsttal,2827
MV,130725258023,Dahmen,472
NI,032575407038,Wölpinghausen,1570
BW,082365007062,Tiefenbronn,5290
BY,094730112112,Ahorn (Landkreis Coburg),4049
NI,034530007007,"Friesoythe, Stadt",22200
MV,130755553053,Iven,174
BB,120645408370,Oberbarnim,1960
SH,010545489073,Ladelund,1405
RP,072320018018,"Bitburg, Stadt",15405
RP,071325010062,Kircheib,545
BW,083375006051,Höchenschwand,2572
MV,130755557046,Hanshagen,878
BW,081175006049,"Süßen, Stadt",10048
TH,160755004033,Görkwitz,310
ST,150835054035,Ausleben,1581
BW,082155006066,"Philippsburg, Stadt",13558
HE,065350007007,Grebenhain,4421
BY,096710157157,Weibersbrunn,1840
TH,160755013127,"Ziegenrück, Stadt",640
RP,072315008111,Rivenich,739
NI,033555406038,Vastorf,833
NI,033525411039,"Neuhaus (Oste), Flecken",1096
RP,072325001249,Kinzenburg,49
BY,094760178178,Stockheim (Landkreis Kronach),4822
ST,150870370370,"Sangerhausen, Stadt",25819
HE,066360004004,"Großalmerode, Stadt",6175
RP,071375001056,Kretz,721
RP,073365008048,Jettenbach,764
BY,091720122122,"Laufen, St",7021
BY,096735635171,Strahlungen,949
SH,010615134054,Krempdorf,225
BY,092780170170,Parkstetten,3270
SH,010545417135,Tetenbüll,645
SL,100420115115,Perl,9536
TH,160735012013,Cursdorf,598
SH,010605024026,Gönnebek,539
RP,071355005061,Mittelstrimmig,418
RP,071345002071,Rinzenberg,309
BY,092730152152,"Neustadt a.d.Donau, St",14229
RP,073375005042,Ilbesheim bei Landau in der Pfalz,1201
BY,097775754154,"Obergünzburg, M",6265
SH,010605053053,Leezen (Kreis Segeberg),1833
MV,130735362059,Neuenkirchen (Landkreis Vorpommern-Rügen),274
NW,053740012012,"Gummersbach, Stadt",51327
HE,065320015015,Lahnau,8162
NW,055620016016,"Haltern am See, Stadt",38203
RP,073335007084,Würzweiler,214
NW,059580040040,"Schmallenberg, Stadt",24518
RP,072325005038,Fischbach-Oberraden,49
NI,033595405012,Dollern,2225
BY,097785759121,Breitenbrunn,2320
NW,055660020020,Hopsten,7629
BW,081365008066,Spraitbach,3418
BY,093740121121,"Floß, M",3492
MV,130765656135,Techentin,710
RP,073315003046,Mölsheim,551
RP,071415009069,"Kaub, Stadt",824
RP,072335006026,"Gerolstein, Stadt",7156
RP,071315003014,Brohl-Lützing,2533
RP,073335007201,Rathskirchen,166
BY,096795644114,"Aub, St",1406
NI,033525411038,Neuenkirchen (Landkreis Cuxhaven),1346
BY,092785252171,Perasdorf,549
BW,082360033033,"Knittlingen, Stadt",7962
MV,130765668080,Langen Brütz,485
MV,130765667073,Kogel,655
SH,010615189117,Wulfsmoor,381
NI,034540019019,"Haselünne, Stadt",13205
TH,160745052018,"Eisenberg, Stadt",10612
SH,010515178109,Süderdeich,435
HE,065330014014,Selters (Taunus),8109
BY,091905177120,Eberfing,1502
MV,130735351037,Groß Mohrdorf,786
BY,091780145145,Neufahrn b.Freising,20464
BY,096610000000,Aschaffenburg,71692
TH,160755004048,Kirschkau,201
RP,073405001502,Bundenthal,1047
RP,073315001008,Bermersheim vor der Höhe,387
RP,073355009049,Weilerbach,4553
NI,034590004004,"Bad Iburg, Stadt",10710
RP,071355003035,Gillenbeuren,248
SH,010020000000,"Kiel, Landeshauptstadt",249132
ST,150835051120,Burgstall,1477
NW,059740016016,"Erwitte, Stadt",16066
RP,071325010087,Ölsen,76
RP,072335001062,Saxler,63
BW,081365006028,"Heubach, Stadt",10026
SH,010535323131,Wiershop,212
BY,091835150143,Schönberg (Landkreis Mühldorf a.Inn),1078
BY,097725707137,Emersacker,1488
BW,084155003027,Gomadingen,2085
MV,130765664148,Weitendorf,373
BW,081185001016,Freudental,2392
NI,034590019019,"Georgsmarienhütte, Stadt",31548
RP,071315001086,Wirft,155
RP,071415011089,Mudershausen,439
RP,071315001501,Dümpelfeld,607
BY,095750121121,"Emskirchen, M",5904
BB,120605011045,Chorin,2193
RP,071325010502,Neitersen,1101
BW,084155005078,"Bad Urach, Stadt",12726
RP,071415003061,Holzheim (Landkreis Rhein-Lahn-Kreis),894
BB,120645412128,Falkenhagen (Mark),666
SH,010595952151,Osterby (Kreis Schleswig-Flensburg),312
NI,031515402005,"Brome, Flecken",3132
TH,160730076076,"Rudolstadt, Stadt",24684
BY,097710112112,Affing,5428
BY,096790204204,Waldbrunn (Landkreis Würzburg),2935
RP,071435004054,Niedererbach,1038
BW,083375003125,Küssaberg,5486
TH,160645053075,Vogtei,4253
NI,033535405042,Wulfsen,1725
BY,095725510139,"Lonnerstadt, M",2041
RP,071375009219,Nörtershausen,1162
NI,034550020020,Wangerland,9084
NW,055660092092,Westerkappeln,10885
HE,064370006006,"Erbach, Kreisstadt",14013
MV,130735362095,Ummanz,574
RP,072325008070,"Kyllburg, Stadt",884
RP,073365009017,Dunzweiler,852
BW,082310000000,"Pforzheim, Stadt",133110
MV,130755551147,Zemitz,620
RP,071345005092,Weitersbach,88
BY,097785760134,Eppishausen,1880
BY,092740153153,Neufahrn i.NB,4173
SN,145220510510,"Roßwein, Stadt",7244
TH,160745005072,Rauda,291
RP,073335007049,Münsterappel,501
BY,091620000000,"München, Landeshauptstadt",1478638
MV,130725258109,Thürkow,385
NI,033525411025,Ihlienworth,1535
RP,073315002002,Alsheim,2738
TH,160655052038,Holzsußra,259
SH,010595915019,Dannewerk,1153
BY,093765343153,"Pfreimd, St",4997
NI,032570003003,Auetal,6134
BY,097755739126,Holzheim (Landkreis Neu-Ulm),1987
RP,072325007050,Herforst,1214
BY,097785765205,Ungerhausen,1110
BW,084150080080,Wannweil,5260
BY,093755337113,Alteglofsheim,3193
BY,095760113113,"Allersberg, M",8374
RP,072315001136,Zeltingen-Rachtig,2174
SN,146250240240,"Hoyerswerda, Stadt",31064
NI,031530012012,"Seesen, Stadt",18724
MV,130765664015,Borkow,427
BY,095770162162,Polsingen,1782
BY,097765735115,Hergensweiler,1905
NI,032540044044,Lamspringe,5390
SH,010595952177,Weesby,431
BW,083175009089,"Oberkirch, Stadt",19628
BY,094725416146,Haag,949
SN,145245114180,"Limbach-Oberfrohna, Stadt",23708
NI,034545405028,Langen,1451
RP,071405009075,Kratzenburg,408
MV,130735352042,Karnin,227
BW,084375001114,"Veringenstadt, Stadt",2148
MV,130730055055,"Marlow, Stadt",4554
BY,095760137137,Rednitzhembach,6908
ST,150020000000,"Halle (Saale), Stadt",226586
TH,160745011049,Laasdorf,535
MV,130720006006,"Bad Doberan, Stadt",13012
BY,094710145145,"Hirschaid, M",12419
BB,120645408084,"Buckow (Märkische Schweiz), Stadt",1599
ST,150890015015,"Aschersleben, Stadt",26021
ST,150850040040,"Ballenstedt, Stadt",8611
BY,096715603127,Heimbuchenthal,2151
TH,160675050044,Luisenthal,1178
RP,072315009132,Willwerscheid,60
BW,084375002076,"Mengen, Stadt",10014
BY,093750170170,Mintraching,4916
RP,072315001016,Burgen (Landkreis Bernkastel-Wittlich),563
TH,160740044044,"Kahla, Stadt",6886
TH,160665013086,"Wasungen, Stadt",5444
NI,033575405050,Vierden,765
NW,053660012012,Dahlem (Kreis Euskirchen),4362
NI,034545405015,Gersten,1172
NI,034580003003,Dötlingen,6139
RP,072325001211,Dackscheid,113
RP,071385007019,Erpel,2601
RP,073405003028,Lemberg,3455
BY,093715301126,"Hahnbach, M",4977
BW,081165008043,Neidlingen,1759
RP,071385005078,Woldert,596
BY,091785130115,Attenkirchen,2697
BY,091730112112,"Bad Tölz, St",19642
SH,010565690027,Hetlingen,1449
SL,100440119119,Überherrn,12059
SH,010625244048,Mönkhagen,642
HE,066330030030,Wesertal,4803
SH,010515175028,Epenwöhrden,766
NI,032575401008,Buchholz (Landkreis Schaumburg),736
HE,065330005005,Elbtal,2446
RP,071375002087,Pillig,472
SN,146280050050,Bannewitz,11170
SH,010570001001,Ascheberg (Holstein),3097
RP,071335010090,Schmittweiler,189
RP,071355003048,Kliding,224
BW,081360050050,"Oberkochen, Stadt",7793
BW,084155006085,Zwiefalten,2308
BY,094740176176,"Wiesenttal, M",2529
BB,120625207372,Plessa,2559
BW,084365007081,"Wangen im Allgäu, Stadt",27553
NW,055660044044,Lienen,8438
SN,145220230230,"Hainichen, Stadt",8339
RP,071435002269,Müschenbach,975
RP,072315006064,Immert,158
BY,097795720177,Marktoffingen,1305
BB,120625031500,"Uebigau-Wahrenbrück, Stadt",5071
RP,071375009504,Lehmen,1323
BB,120645414393,Prötzel,1069
BW,081255014024,Ellhofen,3929
MV,130745459094,Siemz-Niendorf,599
SH,010575747002,Barmissen,168
NI,033595406032,Mittelnkirchen,1071
BY,092750154154,"Vilshofen an der Donau, St",17522
ST,150850228228,"Oberharz am Brocken, Stadt",10031
NI,033565401006,Lübberstedt,731
RP,072355006108,Pölich,419
BB,120705001052,Breese,1516
BY,096785642130,Frankenwinheim,966
TH,160720018018,"Sonneberg, Stadt",23064
HB,040110000000,"Bremen, Stadt",575071
BY,091795132147,Schöngeising,1897
RP,071405004029,Dill,207
SH,010575785085,Wankendorf,2893
SN,146260370370,"Niesky, Stadt",9094
SH,010565690001,Appen,4818
BY,092785252149,Mariaposching,1397
SH,010595952129,Jardelund,302
BW,081165005022,Großbettlingen,4248
MV,130745457091,Züsow,304
RP,071435009293,Stahlhofen am Wiesensee,379
BY,095770114114,Muhr a.See,2379
RP,073405008206,Contwig,4369
BY,095640000000,Nürnberg,522554
TH,160675007068,Tröchtelborn,300
TH,160755011065,Miesitz,275
MV,130725256048,Hoppenrade,612
SN,146250380380,Neukirch/Lausitz,4762
MV,130710029029,"Demmin, Hansestadt",9651
NI,033545406008,Gusborn,1186
BW,081355002019,"Heidenheim an der Brenz, Stadt",49964
BY,097795725163,Holzheim (Landkreis Donau-Ries),1116
MV,130735355029,Glewitz,545
RP,071435007015,Ellenhausen,294
BY,096795650137,Geroldshausen,1418
BW,081365003018,Ellenberg (Landkreis Ostalbkreis),1754
RP,072335004010,Boxberg,222
BY,092745227154,Neufraunhofen,1089
SH,010615168031,Gribbohm,406
RP,071385004009,Dattenberg,1508
SN,147290150150,"Geithain, Stadt",6938
BY,093720143143,Miltach,2203
BY,095725510126,Gremsdorf,1583
SH,010575755028,Höhndorf,462
MV,130760014014,"Boizenburg/ Elbe, Stadt",11009
RP,072325005012,Berscheid,57
RP,073315006056,Partenheim,1577
SH,010555543031,Neukirchen (Kreis Ostholstein),1228
MV,130735356023,Elmenhorst,671
BW,081365004038,"Lauchheim, Stadt",4712
BY,097800139139,"Sonthofen, St",21381
BW,083155012007,Badenweiler,4604
SN,146280190190,"Hohnstein, Stadt",3205
NI,031590013013,Friedland,7442
BB,120700424424,"Wittenberge, Stadt",16829
MV,130750105105,"Pasewalk, Stadt",9714
BY,093630000000,Weiden i.d.OPf.,42047
NW,053620028028,"Hürth, Stadt",61209
HE,066360015015,Weißenborn (Landkreis Werra-Meißner-Kreis),965
RP,071435002301,Wahlrod,918
RP,072325006272,Neuendorf (Landkreis Eifelkreis Bitburg-Prüm),107
RP,071415011001,Allendorf (Landkreis Rhein-Lahn-Kreis),595
MV,130745453077,Testorf-Steinfort,623
MV,130735357006,"Baabe, Ostseebad",920
TH,160615012111,Wüstheuterode,572
RP,073335007036,Kalkofen,179
NI,033615401002,Blender,2865
BY,092750130130,Kirchham,2448
RP,073405006025,Horbach (Landkreis Südwestpfalz),500
BY,091870157157,Oberaudorf,4979
SH,010615138083,Ottenbüttel,726
RP,072325008048,Heilenbach,101
MV,130715164153,Voigtsdorf,97
RP,073325007042,Quirnheim,811
BY,094710169169,Pettstadt,2041
BY,096790147147,"Höchberg, M",9455
SH,010565687013,Ellerbek,4348
BY,092760135135,Prackenbach,2741
NI,031540028028,"Helmstedt, Stadt",25040
NI,034545405002,Bawinkel,2517
BB,120665601202,Luckaitztal,774
RP,071335009042,Heinzenberg,20
NI,032515403002,Asendorf (Landkreis Diepholz),2939
TH,160715008019,Frankendorf,162
HE,066360013013,"Wanfried, Stadt",4040
BY,092760120120,Drachselsried,2375
SH,010515175015,Bunsoh,771
NI,032540020020,Harsum,11099
RP,072325008035,Etteldorf,24
SN,147305311100,Dreiheide,2092
SH,010625262088,Brunsbek,1647
TH,160675007055,Pferdingsleben,384
SH,010620053053,Oststeinbek,8724
NI,034625401010,Neuharlingersiel,927
TH,160755004083,Plothen,283
MV,130735353027,"Garz/Rügen, Stadt",2196
BW,081175008011,Börtlingen,1683
TH,160665050076,Untermaßfeld,1300
RP,071415007040,Eschbach (Landkreis Rhein-Lahn-Kreis),141
MV,130715163135,Siedenbollentin,548
SH,010515175002,Arkebek,227
RP,073365009004,Altenkirchen (Landkreis Kusel),1284
RP,072335001014,Darscheid,937
NW,057540024024,Langenberg,8359
BW,083155017113,"Titisee-Neustadt, Stadt",12761
RP,072325005025,Dauwelshausen,86
BW,081110000000,"Stuttgart, Landeshauptstadt",610458
BB,120705005236,Lanz,702
SH,010560048048,"Tornesch, Stadt",14067
BB,120675701528,Wiesenau,1252
SN,145225102380,Mühlau,2098
SN,147300170170,Liebschützberg,2917
NW,051700040040,Sonsbeck,8587
BY,091895173165,Wonneberg,1556
BY,091740137137,Pfaffenhofen a.d.Glonn,2266
BW,083375008124,Eggingen,1752
SH,010585890111,Neu Duvenstedt,129
SH,010595974065,Nottfeld,116
NW,059700032032,"Netphen, Stadt",23005
NI,032515405006,Barver,1061
BW,081355001021,Hermaringen,2281
BY,091860132132,Jetzendorf,3085
RP,071325009039,Gebhardshain,1862
RP,071345002034,Hattgenstein,258
BB,120735305396,Milmersdorf,1432
SN,145235402050,Bergen (Landkreis Vogtlandkreis),922
BY,096740195195,Sand a.Main,3051
BW,084255010091,Oberstadion,1554
BW,083275001004,Bärenthal,489
SH,010545453118,Schwesing,937
RP,071405009205,Morshausen,340
BW,083155002015,"Breisach am Rhein, Stadt",15886
HE,064350028028,"Steinau an der Straße, Brüder-Grimm-Stadt",10031
RP,071355002028,Eulgem,192
MV,130715155159,"Wesenberg, Stadt",3053
SH,010515175135,Wolmersdorf,318
BY,092735216175,Teugn,1731
HE,066340022022,"Schwalmstadt, Konfirmationsstadt",18105
RP,072325006308,Sellerich,281
MV,130715163002,Altenhagen,299
SH,010590075075,"Schleswig, Stadt",24946
RP,073355001003,Bruchmühlbach-Miesau,7759
RP,073345003024,Rheinzabern,4972
BY,096790180180,"Rimpar, M",7391
TH,160730111111,Unterwellenborn,8361
BY,094725417177,"Plech, M",1310
NI,034570013013,"Leer (Ostfriesland), Stadt",34181
RP,072325001309,Sengerich,26
BW,082255004024,Fahrenbach,2698
MV,130735353014,Buschvitz,235
SH,010575782051,Mönkeberg,4077
NI,032515401025,Marl,699
BW,081285003137,Wittighausen,1687
NI,031515401020,Osloß,1884
BB,120640380380,Petershagen/Eggersdorf,15419
SH,010535391068,Klinkrade,614
NW,051660028028,"Tönisvorst, Stadt",29114
BY,096770154154,"Triefenstein, M",4273
BB,120650256256,"Oranienburg, Stadt",47608
BW,084375004124,Herdwangen-Schönach,3359
RP,071335006021,Dalberg,234
BW,082150096096,Karlsbad,16181
MV,130755558123,Sassen-Trantow,802
SN,145235107120,"Falkenstein/Vogtl., Stadt",7619
RP,073315001043,Lonsheim,601
RP,073335007023,Gaugrehweiler,505
BY,094740161161,"Pretzfeld, M",2368
SN,145225119360,"Mittweida, Stadt, Hochschulstadt",13967
RP,072335001027,Gillenfeld,1389
ST,150895051045,Borne,1168
NI,031590026026,"Osterode am Harz, Stadt",21693
RP,071335011026,Dorsheim,748
BY,096725607124,Fuchsstadt,1841
MV,130755553110,Postlow,302
HE,066320007007,Hauneck,3159
BY,091740126126,Karlsfeld,21168
RP,071435006271,Neunkirchen (Landkreis Westerwaldkreis),557
BW,081185002071,Tamm,12168
SN,145230360360,"Rodewisch, Stadt",6167
NI,031585402016,Haverlah,1515
NI,032515405019,Hemsloh,548
TH,160745052067,Petersberg (Landkreis Saale-Holzland-Kreis),292
TH,160755004119,Volkmannsdorf,251
BY,091715101114,Emmerting,4124
RP,071355003083,"Ulmen, Stadt",3392
BY,093745327140,"Neustadt am Kulm, St",1152
SH,010535323072,Kröppelshagen-Fahrendorf,1423
BW,082260009009,Brühl,14279
HE,065340019019,Steffenberg,3856
MV,130725253087,Roggentin,2740
BY,091775126126,Langenpreising,2814
MV,130765658111,Picher,618
SL,100420113113,"Merzig, Kreisstadt",31618
TH,160690062062,"Römhild, Stadt",6596
BY,094755430123,Feilitzsch,2697
TH,160745053086,Schöngleina,537
RP,073345004031,Vollmersweiler,212
BY,091850140140,Karlskron,4748
BW,081150045045,"Sindelfingen, Stadt",60545
BY,091855155116,Berg im Gau,1325
RP,073375002045,Kapellen-Drusweiler,990
BW,084255008130,Weidenstetten,1366
BY,094715403151,Königsfeld (Landkreis Bamberg),1254
TH,160665014057,Ritschenhausen,327
SN,145210170170,"Eibenstock, Stadt",6986
BW,084255008011,Asselfingen,1004
BY,097785759183,Oberrieden,1180
TH,160745015063,Neuengönna,681
NI,031595404035,Waake,1276
BW,082375003027,Eutingen im Gäu,6024
BY,091765119150,Oberdolling,1310
SN,146260245245,Kottmar,7061
MV,130735358087,Steinhagen (Landkreis Vorpommern-Rügen),2536
BW,082355007032,"Haiterbach, Stadt",5959
SH,010625207092,Travenbrück,1741
BW,082255007082,Rosenberg (Landkreis Neckar-Odenwald-Kreis),2062
BY,094730138138,Itzgrund,2301
MV,130755563150,Ziethen,428
RP,071405008008,Belgweiler,197
BB,120675707520,Wendisch Rietz,1603
NI,034565403010,Isterberg,633
BY,094710191191,Stegaurach,6930
BW,081180050050,"Markgröningen, Stadt",14043
SH,010625244083,Westerau,764
BW,081255003013,"Brackenheim, Stadt",16475
TH,160715008042,Kleinschwabhausen,222
BY,091830127127,Mettenheim (Landkreis Mühldorf a.Inn),3612
NI,034580014014,"Wildeshausen, Stadt",20702
BY,096785643175,Schwanfeld,1765
RP,072325001285,Oberpierscheid,331
BY,093720130130,Grafenwiesen,1456
ST,150880220220,"Merseburg, Stadt",33302
BY,097735714170,Syrgenstein,3801
SN,145235125340,"Reichenbach im Vogtland, Stadt",20001
HE,064340012012,Wehrheim,9336
HE,064400008008,"Friedberg (Hessen), Kreisstadt",28719
RP,073335002038,Kerzenheim,2078
SH,010565636051,Westerhorn,1274
NI,032520005005,Emmerthal,9767
RP,071315001037,Kaltenborn,349
ST,150850145145,"Harzgerode, Stadt",7475
BY,091835146147,Unterreit,1725
SN,145245135240,Oberwiera,1015
HE,065330003003,"Bad Camberg, Stadt",14403
BY,091900159159,Wielenbach,3318
BY,091835147140,Reichertsheim,1681
NW,051580028028,"Ratingen, Stadt",88425
MV,130715154043,Göhren-Lebbin,521
ST,150845054470,"Stößen, Stadt",888
RP,071415003038,Eppenrod,728
RP,072335004201,Arbach,123
MV,130715160174,Schloen-Dratow,836
SN,147290080080,"Colditz, Stadt",8278
NI,034565402004,Esche,588
RP,071355002051,Landkern,957
BY,096790193193,Theilheim,2327
HE,064350015015,Hasselroth,7231
RP,071405009014,Bickenbach,354
MV,130735362021,Dreschvitz,746
SH,010585864011,Bargstedt (Kreis Rendsburg-Eckernförde),744
TH,160615009089,Steinbach (Landkreis Eichsfeld),527
NI,034590006006,Bad Rothenfelde,8574
BY,094725415188,Seybothenreuth,1270
TH,160655056052,Oberheldrungen,731
SH,010535391114,Schürensöhlen,158
BY,093710118118,Ebermannsdorf,2430
SH,010585890066,Groß Wittensee,1308
NI,033545407001,"Bergen an der Dumme, Flecken",1340
RP,071415010127,Schweighausen,231
BW,083375007118,Weilheim,3105
RP,071375007229,Weitersburg,2464
BW,083365008024,Fischingen,769
NI,033545403021,"Schnackenburg, Stadt",461
BY,096740171171,"Maroldsweisach, M",3115
BW,084255008024,Breitingen,363
BY,092760122122,Geiersthal,2185
MV,130765668044,Gneven,362
NI,034565404007,Gölenkamp,583
BY,093720178178,Lohberg,1774
NW,053620004004,"Bedburg, Stadt",24685
BY,091890115115,Engelsberg,2371
BY,095775534125,"Ellingen, St",3842
SN,145235402420,Tirpersdorf,1363
